-24.3425532526182,-5.04548644552854,2.64256838538443
-24.295109161237,-5.22213899930765,2.7343984924455
-24.2700236748302,-5.02086188983443,3.27977083138299
-24.2618976109787,-5.21477269031529,3.02761789245767
-24.2582078351773,-5.30093753322213,2.9050669345505
-24.2436494604447,-5.3254278068045,2.98081859790141
-24.2277045486658,-5.43737487876348,2.9074536505936
-24.2069811883933,-5.36144749778343,3.20576706472637
-24.2028074089073,-5.4205550445689,3.13714783460116
-24.1441300650341,-5.93927551345922,2.60499323951888
-24.1438702094438,-5.58387217525142,3.30059128641901
-24.1370585828008,-5.66471652045815,3.21144666985027
-24.103561059277,-5.92881545676146,2.97783336360057
-24.0864302620128,-5.87379314436078,3.21596506984393
-24.0265808871956,-5.95961028138214,3.49377391442151
